id,current_product_id,related_product_id
364,81,57
365,81,7
366,82,65
367,82,21
368,82,49
369,83,18
370,83,65
371,83,28
372,83,12
373,84,25
374,84,27
375,84,47
376,84,39
377,84,78
378,84,63
379,85,17
380,85,82
381,85,68
382,86,50
383,86,50
384,86,24
385,86,50
386,87,51
387,87,3
388,87,26
389,87,37
390,88,0
391,88,31
392,88,61
393,88,86
394,88,17
395,89,14
396,89,40
397,89,18
398,89,69
399,90,18
400,90,15
401,90,68
402,90,4
403,91,62
404,91,67
405,91,62
406,91,78
407,92,71
408,92,67
409,92,75
410,92,75
411,93,14
412,93,63
413,93,27
414,93,47
415,94,29
416,94,65
417,94,33
418,94,11
419,95,18
420,95,32
421,95,71
422,95,13
423,96,36
424,96,63
425,96,32
426,96,46
427,97,10
428,97,10
429,97,64
430,97,12
431,97,15
432,98,59
433,98,16
434,98,2
435,99,71
436,99,94
437,99,41
438,99,66
439,99,88
440,100,90
441,100,63
442,100,91
443,100,23
444,101,14
445,101,34
446,101,87
447,101,74
448,101,7
449,102,81
450,102,87
451,102,96
452,103,4
453,103,44
454,103,31
455,103,61
456,103,83
457,104,10
458,104,36
459,104,56
460,104,86
461,104,72
462,105,62
463,105,9
464,105,22
465,106,74
466,106,25
467,106,9
468,106,18
469,106,13
470,106,65
471,107,4
472,107,53
473,107,94
474,107,41
475,107,24
476,108,77
477,108,89
478,108,44
479,109,15
480,109,65
481,109,39
482,109,7
483,110,39
484,110,15
485,110,9
486,110,76
487,110,64
488,111,29
489,111,101
490,111,43
491,111,20
492,111,89
493,112,111
494,112,4
495,112,44
496,112,110
497,112,86
498,113,112
499,113,10
500,113,38
501,113,94
502,113,50
503,114,92
504,114,59
505,114,63
506,114,97
507,114,100
508,114,111
509,114,36
510,115,12
511,115,21
512,115,83
513,115,100
514,116,56
515,116,58
516,116,79
517,116,74
518,116,65
519,117,109
520,117,42
521,117,112
522,117,55
523,118,61
524,118,49
525,118,62
526,118,96
527,118,42
528,119,9
529,119,46
530,119,118
531,119,23
532,119,88
533,119,24
534,119,49
535,120,82
536,120,51
537,120,37
538,121,48
539,121,57
540,121,40
541,121,114
542,121,73
543,121,90
544,121,2
545,122,81
546,122,94
547,122,7
548,122,30
549,122,3
550,122,88
551,123,82
552,123,59
553,123,77
554,123,89
555,123,99
556,124,45
557,124,94
558,124,32
559,124,72
560,125,27
561,125,113
562,125,51
563,125,92
564,125,55
565,126,114
566,126,22
567,126,22
568,126,114
569,127,89
570,127,116
571,127,4
572,127,108
573,127,74
574,127,15
575,128,70
576,128,103
577,128,73
578,129,8
579,129,88
580,129,40
581,129,19
582,129,94
583,130,79
584,130,60
585,130,54
586,130,94
587,131,84
588,131,41
589,131,126
590,131,95
591,131,123
592,132,80
593,132,36
594,132,115
595,132,45
596,132,80
597,133,10
598,133,129
599,133,110
600,133,57
601,133,7
602,134,48
603,134,133
604,134,129
605,134,32
606,134,61
607,134,86
608,135,126
609,135,51
610,135,102
611,135,95
612,135,43
613,135,113
614,136,127
615,136,74
616,136,6
617,137,105
618,137,111
619,137,93
620,138,106
621,138,4
622,138,135
623,138,37
624,138,88
625,138,130
626,138,19
627,139,131
628,139,135
629,139,79
630,140,79
631,140,65
632,140,101
633,140,135
634,141,44
635,141,38
636,141,5
637,141,0
638,142,2
639,142,120
640,142,40
641,142,108
642,143,138
643,143,108
644,143,32
645,143,104
646,144,61
647,144,8
648,144,130
649,144,3
650,145,37
651,145,69
652,145,81
653,145,130
654,146,48
655,146,139
656,146,144
657,146,116
658,147,142
659,147,133
660,147,140
661,147,12
662,147,96
663,148,49
664,148,134
665,148,72
666,148,104
667,148,58
668,149,105
669,149,102
670,149,102
671,149,82
672,149,16
673,150,58
674,150,37
675,150,99
676,150,58
677,151,44
678,151,57
679,151,40
680,151,69
681,152,19
682,152,49
683,152,53
684,152,50
685,153,68
686,153,133
687,153,145
688,153,18
689,154,15
690,154,37
691,154,10
692,154,23
693,154,111
694,154,93
695,155,23
696,155,140
697,155,15
698,155,59
699,156,130
700,156,134
701,156,99
702,157,94
703,157,8
704,157,17
705,157,0
706,157,14
707,158,136
708,158,101
709,158,89
710,159,132
711,159,41
712,159,96
713,159,99
714,160,95
715,160,9
716,160,9
717,160,12
718,160,34
719,161,70
720,161,98
721,161,129
722,161,96
723,161,125
724,161,79
725,162,11
726,162,78
727,162,124
728,162,73
729,162,36
730,163,20
731,163,85
732,163,95
733,163,45
734,163,113
735,163,31
736,164,79
737,164,99
738,164,5
739,164,101
740,165,128
741,165,7
742,165,66
743,165,20
744,165,0
745,165,85
746,166,119
747,166,58
748,166,2
749,166,146
750,167,143
751,167,143
752,167,89
753,167,118
754,167,126
755,168,58
756,168,136
757,168,129
758,168,155
759,168,54
760,168,162
761,169,57
762,169,55
763,169,42
764,169,5
765,170,78
766,170,129
767,170,115
768,170,54
769,171,147
770,171,16
771,171,65
772,171,93
773,172,17
774,172,128
775,172,11
776,172,125
777,173,56
778,173,138
779,173,126
780,173,105
781,173,19
782,174,160
783,174,106
784,174,48
785,174,167
786,174,64
787,175,110
788,175,36
789,175,57
790,175,114
791,176,112
792,176,25
793,176,143
794,177,170
795,177,101
796,177,157
797,177,12
798,178,157
799,178,156
800,178,141
801,178,141
802,179,157
803,179,128
804,179,39
805,179,108
806,179,116
807,180,44
808,180,110
809,180,75
810,180,29
811,180,151
812,180,25
813,181,135
814,181,14
815,181,117
816,181,71
817,181,123
818,181,72
819,181,135
820,182,168
821,182,4
822,182,86
823,182,97
824,183,53
825,183,128
826,183,112
827,183,173
828,184,63
829,184,97
830,184,96
831,184,104
832,185,39
833,185,145
834,185,91
835,185,145
836,186,79
837,186,163
838,186,120
839,186,34
840,187,169
841,187,185
842,187,106
843,187,131
844,188,42
845,188,118
846,188,130
847,188,15
848,188,141
849,188,171
850,188,114
851,189,12
852,189,34
853,189,124
854,190,85
855,190,91
856,190,27
857,190,161
858,190,159
859,190,24
860,191,183
861,191,183
862,191,159
863,192,113
864,192,23
865,192,171
866,192,46
867,192,159
868,193,5
869,193,154
870,193,185
871,193,8
872,193,75
873,194,144
874,194,73
875,194,29
876,195,0
877,195,40
878,195,36
879,196,144
880,196,186
881,196,98
882,196,137
883,197,49
884,197,10
885,197,95
886,198,167
887,198,72
888,198,117
889,198,6
890,199,56
891,199,119
892,199,193
893,199,145
894,200,72
895,200,151
896,200,196
897,200,190
898,200,130
899,201,83
900,201,26
901,201,106
902,201,121
903,201,100
904,201,63
905,202,14
906,202,35
907,202,109
908,202,25
909,202,189
910,203,187
911,203,102
912,203,5
913,203,165
914,204,126
915,204,0
916,204,99
917,204,55
918,204,103
919,205,31
920,205,93
921,205,202
922,205,18
923,205,16
924,205,0
925,206,167
926,206,140
927,206,184
928,206,179
929,207,46
930,207,43
931,207,21
932,208,91
933,208,99
934,208,124
935,208,35
936,208,171
937,209,101
938,209,42
939,209,135
940,209,198
941,209,22
942,210,194
943,210,51
944,210,101
945,210,142
946,210,95
947,210,157
948,211,86
949,211,54
950,211,92
951,211,0
952,212,113
953,212,116
954,212,165
955,213,1
956,213,83
957,213,144
958,213,106
959,214,153
960,214,62
961,214,209
962,214,148
963,215,128
964,215,198
965,215,117
966,215,112
967,216,57
968,216,155
969,216,112
970,216,197
971,216,40
972,217,195
973,217,19
974,217,104
975,217,38
976,218,119
977,218,83
978,218,67
979,219,29
980,219,107
981,219,131
982,220,151
983,220,24
984,220,15
985,221,31
986,221,157
987,221,82
988,221,146
989,222,71
990,222,21
991,222,214
992,222,52
993,222,127
994,222,153
995,223,190
996,223,174
997,223,91
998,223,189
999,223,59
1000,224,115
1001,224,188
1002,224,2
1003,224,154
1004,224,118
1005,225,111
1006,225,177
1007,225,40
1008,225,127
1009,225,72
1010,226,171
1011,226,34
1012,226,154
1013,226,93
1014,227,210
1015,227,211
1016,227,4
1017,227,207
1018,228,96
1019,228,199
1020,228,40
1021,228,91
1022,228,185
1023,229,110
1024,229,192
1025,229,58
1026,229,5
1027,230,64
1028,230,66
1029,230,115
1030,231,194
1031,231,209
1032,231,118
1033,231,53
1034,232,101
1035,232,0
1036,232,143
1037,232,186
1038,232,190
1039,232,142
1040,232,19
1041,233,139
1042,233,59
1043,233,193
1044,233,189
1045,234,18
1046,234,144
1047,234,44
1048,234,185
1049,234,209
1050,235,158
1051,235,120
1052,235,42
1053,236,200
1054,236,120
1055,236,34
1056,236,162
1057,236,162
1058,237,181
1059,237,150
1060,237,86
1061,237,190
1062,238,214
1063,238,71
1064,238,116
1065,238,65
1066,238,123
1067,239,92
1068,239,83
1069,239,230
1070,239,11
1071,239,145
1072,240,220
1073,240,94
1074,240,141
1075,240,94
1076,240,111
1077,240,108
1078,241,118
1079,241,152
1080,241,101
1081,241,1
1082,241,164
1083,242,95
1084,242,47
1085,242,14
1086,243,12
1087,243,97
1088,243,138
1089,243,30
1090,243,67
1091,244,19
1092,244,66
1093,244,57
1094,244,214
1095,244,189
1096,245,194
1097,245,69
1098,245,20
1099,245,214
1100,245,211
1101,246,49
1102,246,147
1103,246,14
1104,246,98
1105,246,151
1106,247,92
1107,247,121
1108,247,161
1109,247,67
1110,248,64
1111,248,68
1112,248,113
1113,248,115
1114,248,204
1115,248,147
1116,248,156
1117,249,61
1118,249,75
1119,249,157
1120,250,193
1121,250,145
1122,250,3
1123,250,119
1124,251,29
1125,251,225
1126,251,58
1127,252,42
1128,252,216
1129,252,172
1130,252,112
1131,253,71
1132,253,87
1133,253,18
1134,254,204
1135,254,249
1136,254,151
1137,254,163
1138,255,229
1139,255,180
1140,255,78
1141,255,54
1142,255,106
1143,255,171
1144,256,212
1145,256,186
1146,256,169
1147,256,143
1148,256,173
1149,256,225
1150,257,110
1151,257,191
1152,257,173
1153,258,21
1154,258,49
1155,258,179
1156,259,83
1157,259,236
1158,259,241
1159,259,231
1160,259,67
1161,259,185
1162,260,49
1163,260,223
1164,260,73
1165,261,215
1166,261,51
1167,261,250
1168,261,238
1169,261,108
1170,261,52
1171,262,225
1172,262,114
1173,262,23
1174,262,53
1175,263,93
1176,263,112
1177,263,131
1178,263,52
1179,263,73
1180,264,117
1181,264,161
1182,264,251
1183,265,243
1184,265,147
1185,265,34
1186,266,37
1187,266,136
1188,266,163
1189,266,6
1190,266,177
1191,267,2
1192,267,73
1193,267,185
1194,267,244
1195,268,0
1196,268,38
1197,268,175
1198,268,171
1199,268,141
1200,269,104
1201,269,261
1202,269,121
1203,269,63
1204,269,261
1205,270,249
1206,270,208
1207,270,181
1208,270,66
1209,270,183
1210,270,42
1211,271,52
1212,271,148
1213,271,88
1214,271,177
1215,271,153
1216,271,165
1217,272,71
1218,272,178
1219,272,261
1220,272,19
1221,272,26
1222,273,72
1223,273,2
1224,273,3
1225,273,53
1226,273,130
1227,274,101
1228,274,162
1229,274,195
1230,274,57
1231,275,135
1232,275,133
1233,275,221
1234,275,11
1235,275,134
1236,275,64
1237,276,245
1238,276,91
1239,276,167
1240,277,97
1241,277,44
1242,277,268
1243,277,264
1244,277,191
1245,278,7
1246,278,131
1247,278,194
1248,278,149
1249,279,264
1250,279,135
1251,279,13
1252,279,21
1253,280,124
1254,280,61
1255,280,147
1256,280,266
1257,280,115
1258,281,1
1259,281,127
1260,281,225
1261,281,112
1262,282,263
1263,282,72
1264,282,236
1265,282,172
1266,282,53
1267,282,49
1268,283,3
1269,283,218
1270,283,242
1271,284,241
1272,284,12
1273,284,16
1274,284,158
1275,284,126
1276,284,185
1277,285,11
1278,285,213
1279,285,172
1280,285,195
1281,285,238
1282,286,272
1283,286,239
1284,286,89
1285,286,47
1286,287,86
1287,287,203
1288,287,131
1289,287,236
1290,288,0
1291,288,225
1292,288,151
1293,289,26
1294,289,139
1295,289,200
1296,289,37
1297,289,129
1298,290,55
1299,290,133
1300,290,98
1301,290,279
1302,291,111
1303,291,281
1304,291,74
1305,291,275
1306,292,1
1307,292,19
1308,292,284
1309,292,90
1310,293,52
1311,293,230
1312,293,231
1313,293,145
1314,294,55
1315,294,172
1316,294,214
1317,294,38
1318,295,139
1319,295,37
1320,295,40
1321,295,239
1322,296,222
1323,296,163
1324,296,178
1325,296,219
1326,296,112
1327,296,77
1328,297,265
1329,297,155
1330,297,278
1331,297,104
1332,297,220
1333,298,47
1334,298,280
1335,298,65
1336,298,252
1337,299,207
1338,299,169
1339,299,230
1340,299,43
1341,299,64
1342,300,169
1343,300,134
1344,300,100
1345,300,53
1346,300,106
1347,301,78
1348,301,51
1349,301,213
1350,302,57
1351,302,148
1352,302,211
1353,302,141
1354,302,4
1355,302,269
1356,303,112
1357,303,226
1358,303,1
1359,303,126
1360,303,190
1361,303,170
1362,304,7
1363,304,283
1364,304,98
1365,304,190
1366,304,58
1367,305,41
1368,305,231
1369,305,188
1370,305,256
1371,305,169
1372,305,252
1373,305,160
1374,306,231
1375,306,53
1376,306,180
1377,307,277
1378,307,134
1379,307,64
1380,307,293
1381,307,57
1382,308,171
1383,308,290
1384,308,188
1385,308,2
1386,308,199
1387,309,132
1388,309,220
1389,309,10
1390,309,107
1391,309,76
1392,310,9
1393,310,18
1394,310,277
1395,310,122
1396,311,295
1397,311,24
1398,311,138
1399,311,235
1400,311,105
1401,312,36
1402,312,75
1403,312,38
1404,312,184
1405,312,15
1406,312,108
1407,313,39
1408,313,255
1409,313,79
1410,313,231
1411,314,191
1412,314,86
1413,314,75
1414,315,95
1415,315,29
1416,315,134
1417,316,179
1418,316,222
1419,316,209
1420,317,167
1421,317,284
1422,317,279
1423,317,82
1424,317,311
1425,318,253
1426,318,125
1427,318,311
1428,318,91
1429,319,275
1430,319,230
1431,319,29
1432,319,221
1433,320,55
1434,320,267
1435,320,243
1436,320,286
1437,320,232
1438,320,11
1439,321,50
1440,321,104
1441,321,104
1442,321,262
1443,322,7
1444,322,287
1445,322,105
1446,322,178
1447,322,304
1448,322,264
1449,323,199
1450,323,102
1451,323,250
1452,323,195
1453,323,199
1454,323,70
1455,324,304
1456,324,115
1457,324,98
1458,324,87
1459,325,97
1460,325,158
1461,325,255
1462,325,206
1463,325,191
1464,326,249
1465,326,216
1466,326,85
1467,326,1
1468,326,133
1469,327,33
1470,327,233
1471,327,298
1472,327,104
1473,328,86
1474,328,166
1475,328,297
1476,328,12
1477,328,314
1478,329,111
1479,329,244
1480,329,259
1481,329,0
1482,330,109
1483,330,183
1484,330,12
1485,330,179
1486,330,3
1487,331,145
1488,331,21
1489,331,105
1490,331,36
1491,331,112
1492,331,97
1493,332,177
1494,332,186
1495,332,239
1496,332,166
1497,332,137
1498,333,178
1499,333,54
1500,333,161
1501,333,277
1502,333,111
1503,334,98
1504,334,139
1505,334,143
1506,334,24
1507,334,264
1508,335,300
1509,335,128
1510,335,307
1511,335,5
1512,335,7
1513,335,164
1514,336,42
1515,336,110
1516,336,220
1517,336,234
1518,336,183
1519,337,38
1520,337,130
1521,337,238
1522,337,83
1523,337,53
1524,337,243
1525,337,6
1526,338,102
1527,338,295
1528,338,331
1529,338,178
1530,339,216
1531,339,107
1532,339,103
1533,339,194
1534,339,206
1535,340,52
1536,340,249
1537,340,184
1538,340,303
1539,340,210
1540,341,338
1541,341,232
1542,341,100
1543,341,104
1544,341,7
1545,341,234
1546,342,313
1547,342,74
1548,342,172
1549,343,294
1550,343,80
1551,343,146
1552,343,152
1553,343,286
1554,344,98
1555,344,43
1556,344,105
1557,344,315
1558,344,108
1559,344,254
1560,345,44
1561,345,331
1562,345,162
1563,346,306
1564,346,251
1565,346,92
1566,346,82
1567,346,334
1568,346,129
1569,347,77
1570,347,231
1571,347,134
1572,347,119
1573,348,280
1574,348,324
1575,348,269
1576,348,323
1577,348,146
1578,348,255
1579,349,79
1580,349,348
1581,349,8
1582,350,63
1583,350,163
1584,350,34
1585,351,151
1586,351,22
1587,351,42
1588,351,166
1589,351,110
1590,352,151
1591,352,239
1592,352,310
1593,352,33
1594,352,310
1595,352,306
1596,353,57
1597,353,335
1598,353,335
1599,354,11
1600,354,237
1601,354,264
1602,354,213
1603,355,134
1604,355,67
1605,355,151
1606,355,205
1607,355,46
1608,356,218
1609,356,284
1610,356,326
1611,356,311
1612,357,32
1613,357,186
1614,357,339
1615,357,92
1616,357,10
1617,358,163
1618,358,30
1619,358,353
1620,358,244
1621,359,285
1622,359,331
1623,359,186
1624,360,53
1625,360,146
1626,360,196
1627,360,223
1628,360,69
1629,361,3
1630,361,121
1631,361,310
1632,361,325
1633,362,249
1634,362,264
1635,362,75
1636,362,26
1637,362,360
1638,363,9
1639,363,18
1640,363,65
1641,363,85
1642,363,209
1643,363,88
1644,364,252
1645,364,279
1646,364,4
1647,364,285
1648,365,278
1649,365,48
1650,365,79
1651,365,279
1652,365,136
1653,366,14
1654,366,190
1655,366,263
1656,367,344
1657,367,239
1658,367,139
1659,368,80
1660,368,275
1661,368,146
1662,369,120
1663,369,270
1664,369,338
1665,369,306
1666,370,212
1667,370,179
1668,370,304
1669,370,357
1670,370,292
1671,371,285
1672,371,229
1673,371,288
1674,371,140
1675,372,60
1676,372,367
1677,372,168
1678,372,89
1679,372,171
1680,373,37
1681,373,274
1682,373,163
1683,373,266
1684,374,31
1685,374,100
1686,374,186
1687,374,115
1688,374,81
1689,375,166
1690,375,28
1691,375,207
1692,375,350
1693,375,210
1694,376,358
1695,376,326
1696,376,151
1697,376,26
1698,376,110
1699,376,62
1700,377,109
1701,377,139
1702,377,72
1703,377,246
1704,378,315
1705,378,144
1706,378,38
1707,378,184
1708,379,345
1709,379,225
1710,379,238
1711,379,163
1712,379,161
1713,379,146
1714,380,22
1715,380,5
1716,380,257
1717,380,253
1718,380,63
1719,381,130
1720,381,143
1721,381,8
1722,381,131
1723,381,310
1724,382,326
1725,382,114
1726,382,41
1727,382,310
1728,382,358
1729,383,4
1730,383,186
1731,383,378
1732,383,154
1733,384,266
1734,384,29
1735,384,123
1736,384,364
1737,384,1
1738,385,208
1739,385,170
1740,385,275
1741,385,73
1742,385,360
1743,386,300
1744,386,175
1745,386,178
1746,386,50
1747,387,8
1748,387,362
1749,387,188
1750,388,283
1751,388,79
1752,388,68
1753,388,57
1754,389,197
1755,389,301
1756,389,84
1757,390,99
1758,390,120
1759,390,297
1760,390,81
1761,391,59
1762,391,64
1763,391,382
1764,391,360
1765,392,35
1766,392,78
1767,392,162
1768,392,186
1769,392,376
1770,393,137
1771,393,77
1772,393,158
1773,394,235
1774,394,112
1775,394,292
1776,394,21
1777,394,321
1778,394,205
1779,395,14
1780,395,221
1781,395,13
1782,396,76
1783,396,74
1784,396,379
1785,396,239
1786,397,318
1787,397,70
1788,397,93
1789,397,272
1790,397,68
1791,397,161
1792,398,300
1793,398,113
1794,398,380
1795,398,195
1796,398,66
1797,399,173
1798,399,200
1799,399,44
1800,399,248
1801,399,79
1802,399,192
1803,399,374
1804,400,76
1805,400,82
1806,400,319
1807,400,56
1808,400,105
1809,401,254
1810,401,199
1811,401,34
1812,401,298
1813,402,177
1814,402,346
1815,402,107
1816,402,226
1817,403,77
1818,403,377
1819,403,368
1820,403,381
1821,403,306
1822,404,104
1823,404,259
1824,404,282
1825,404,122
1826,404,184
1827,404,80
1828,405,219
1829,405,190
1830,405,398
1831,406,305
1832,406,32
1833,406,90
1834,407,211
1835,407,147
1836,407,356
1837,408,110
1838,408,305
1839,408,284
1840,408,137
1841,408,155
1842,409,345
1843,409,299
1844,409,256
1845,409,4
1846,409,247
1847,410,154
1848,410,350
1849,410,401
1850,410,296
1851,410,2
1852,410,251
1853,410,310
1854,411,160
1855,411,93
1856,411,78
1857,411,283
1858,412,380
1859,412,321
1860,412,383
1861,413,321
1862,413,241
1863,413,152
1864,413,370
1865,413,396
1866,414,377
1867,414,257
1868,414,5
1869,414,49
1870,414,340
1871,415,49
1872,415,24
1873,415,171
1874,416,410
1875,416,172
1876,416,142
1877,416,173
1878,417,305
1879,417,160
1880,417,259
1881,417,388
1882,417,95
1883,418,26
1884,418,328
1885,418,127
1886,419,281
1887,419,255
1888,419,279
1889,419,284
1890,419,238
1891,419,69
1892,420,327
1893,420,89
1894,420,305
1895,420,225
1896,421,361
1897,421,363
1898,421,143
1899,422,178
1900,422,308
1901,422,382
1902,422,107
1903,422,71
1904,423,159
1905,423,233
1906,423,119
1907,423,143
1908,423,73
1909,423,385
1910,424,37
1911,424,178
1912,424,170
1913,424,25
1914,425,342
1915,425,102
1916,425,266
1917,425,87
1918,425,239
1919,425,206
1920,426,360
1921,426,269
1922,426,410
1923,426,391
1924,426,259
1925,427,266
1926,427,320
1927,427,40
1928,428,313
1929,428,302
1930,428,39
1931,428,422
1932,428,52
1933,429,346
1934,429,137
1935,429,276
1936,429,22
1937,430,107
1938,430,286
1939,430,206
1940,430,82
1941,431,45
1942,431,364
1943,431,228
1944,431,373
1945,431,261
1946,432,215
1947,432,305
1948,432,394
1949,432,5
1950,433,222
1951,433,391
1952,433,29
1953,433,428
1954,433,40
1955,434,421
1956,434,359
1957,434,253
1958,434,230
1959,435,58
1960,435,400
1961,435,201
1962,435,272
1963,435,77
1964,436,256
1965,436,245
1966,436,233
1967,436,87
1968,437,359
1969,437,262
1970,437,245
1971,437,256
1972,437,21
1973,437,281
1974,438,306
1975,438,77
1976,438,349
1977,438,29
1978,438,373
1979,439,156
1980,439,215
1981,439,365
1982,439,215
1983,439,350
1984,439,364
1985,440,312
1986,440,280
1987,440,433
1988,440,173
1989,441,367
1990,441,157
1991,441,137
1992,441,439
1993,442,217
1994,442,119
1995,442,112
1996,442,353
1997,442,418
1998,443,33
1999,443,73
2000,443,0
2001,443,62
2002,444,367
2003,444,95
2004,444,65
2005,444,294
2006,445,35
2007,445,282
2008,445,172
2009,446,40
2010,446,332
2011,446,102
2012,446,155
2013,447,334
2014,447,230
2015,447,198
2016,447,310
2017,447,445
2018,448,10
2019,448,74
2020,448,28
2021,448,124
2022,449,12
2023,449,279
2024,449,409
2025,449,95
2026,449,6
2027,450,392
2028,450,90
2029,450,395
2030,450,430
2031,451,202
2032,451,59
2033,451,61
2034,451,39
2035,451,356
2036,451,437
2037,452,438
2038,452,364
2039,452,245
2040,452,50
2041,452,367
2042,453,36
2043,453,16
2044,453,259
2045,454,390
2046,454,175
2047,454,119
2048,454,58
2049,455,262
2050,455,155
2051,455,371
2052,455,187
2053,455,308
2054,455,443
2055,456,212
2056,456,343
2057,456,424
2058,456,165
2059,456,266
2060,457,414
2061,457,193
2062,457,43
2063,457,74
2064,457,429
2065,458,407
2066,458,377
2067,458,370
2068,458,106
2069,459,45
2070,459,64
2071,459,207
2072,459,180
2073,459,440
2074,460,288
2075,460,454
2076,460,59
2077,461,134
2078,461,163
2079,461,128
2080,461,149
2081,461,121
2082,461,375
2083,461,419
2084,462,40
2085,462,110
2086,462,447
2087,462,283
2088,463,298
2089,463,348
2090,463,255
2091,463,12
2092,463,32
2093,464,214
2094,464,158
2095,464,46
2096,464,383
2097,464,312
2098,465,463
2099,465,229
2100,465,52
2101,465,388
2102,466,39
2103,466,154
2104,466,199
2105,467,316
2106,467,27
2107,467,405
2108,467,136
2109,467,235
2110,467,286
2111,468,355
2112,468,398
2113,468,119
2114,469,177
2115,469,418
2116,469,449
2117,469,400
2118,470,253
2119,470,116
2120,470,45
2121,470,85
2122,471,285
2123,471,9
2124,471,359
2125,471,431
2126,472,233
2127,472,385
2128,472,338
2129,472,443
2130,472,99
2131,473,371
2132,473,371
2133,473,265
2134,473,371
2135,473,328
2136,473,289
2137,474,97
2138,474,10
